fecha,tienda,producto,unidades
2014-09-11,1,101,139.0
2014-09-12,1,101,130.0
2014-09-13,1,101,144.0
2014-09-14,1,101,73.0
2014-09-15,1,101,146.0
2014-09-16,1,101,123.0
2014-09-17,1,101,0.0
2014-09-18,1,101,0.0
2014-09-19,1,101,165.0
2014-09-20,1,101,117.0
2014-09-21,1,101,83.0
2014-09-22,1,101,0.0
2014-09-23,1,101,123.0
2014-09-24,1,101,75.0
2014-09-25,1,101,167.0
2014-09-26,1,101,0.0
2014-09-27,1,101,142.0
2014-09-28,1,101,93.0
2014-09-29,1,101,0.0
2014-09-30,1,101,0.0
2014-10-01,1,101,62.0
2014-10-02,1,101,137.0
2014-10-03,1,101,128.0
2014-10-04,1,101,121.0
2014-10-05,1,101,78.0
2014-10-06,1,101,129.0
2014-10-07,1,101,122.0
2014-10-08,1,101,63.0
2014-10-09,1,101,151.0
2014-10-10,1,101,116.0
2014-10-11,1,101,0.0
2014-10-12,1,101,62.0
2014-10-13,1,101,145.0
2014-10-14,1,101,128.0
2014-10-15,1,101,62.0
2014-10-16,1,101,132.0
2014-10-17,1,101,133.0
2014-10-18,1,101,135.0
2014-10-19,1,101,58.0
2014-10-20,1,101,0.0
2014-10-21,1,101,151.0
2014-10-22,1,101,0.0
2014-10-23,1,101,134.0
2014-10-24,1,101,141.0
2014-10-25,1,101,150.0
2014-10-26,1,101,75.0
2014-10-27,1,101,143.0
2014-10-28,1,101,128.0
2014-10-29,1,101,73.0
2014-10-30,1,101,153.0
2014-10-31,1,101,140.0
2014-11-01,1,101,130.0
2014-11-02,1,101,77.0
2014-11-03,1,101,143.0
2014-11-04,1,101,155.0
2014-11-05,1,101,68.0
2014-11-06,1,101,144.0
2014-11-07,1,101,0.0
2014-11-08,1,101,158.0
2014-11-09,1,101,80.0
2014-11-10,1,101,134.0
2014-11-11,1,101,129.0
2014-11-12,1,101,84.0
2014-11-13,1,101,159.0
2014-11-14,1,101,147.0
2014-11-15,1,101,116.0
2014-11-16,1,101,0.0
2014-11-17,1,101,134.0
2014-11-18,1,101,123.0
2014-11-19,1,101,0.0
2014-11-20,1,101,151.0
2014-11-21,1,101,145.0
2014-11-22,1,101,135.0
2014-11-23,1,101,77.0
2014-11-24,1,101,141.0
2014-11-25,1,101,138.0
2014-11-26,1,101,78.0
2014-11-27,1,101,166.0
2014-11-28,1,101,0.0
2014-11-29,1,101,146.0
2014-11-30,1,101,80.0
2014-12-01,1,101,141.0
2014-12-02,1,101,103.0
2014-12-03,1,101,85.0
2014-12-04,1,101,171.0
2014-12-05,1,101,134.0
2014-12-06,1,101,152.0
2014-12-07,1,101,88.0
2014-12-08,1,101,151.0
2014-12-09,1,101,129.0
2014-12-10,1,101,71.0
2014-12-11,1,101,145.0
2014-12-12,1,101,132.0
2014-12-13,1,101,137.0
2014-12-14,1,101,88.0
2014-12-15,1,101,141.0
2014-12-16,1,101,152.0
2014-12-17,1,101,69.0
2014-12-18,1,101,158.0
2014-12-19,1,101,127.0
2014-12-20,1,101,154.0
2014-12-21,1,101,77.0
2014-12-22,1,101,156.0
2014-12-23,1,101,118.0
2014-12-24,1,101,70.0
2014-12-25,1,101,142.0
2014-12-26,1,101,151.0
2014-12-27,1,101,144.0
2014-12-28,1,101,77.0
2014-12-29,1,101,139.0
2014-12-30,1,101,122.0
2014-12-31,1,101,76.0
2015-01-01,1,101,159.0
2015-01-02,1,101,137.0
2015-01-03,1,101,0.0
2015-01-04,1,101,0.0
2015-01-05,1,101,161.0
2015-01-06,1,101,0.0
2015-01-07,1,101,72.0
2015-01-08,1,101,164.0
2015-01-09,1,101,158.0
2015-01-10,1,101,136.0
2015-01-11,1,101,86.0
2015-01-12,1,101,147.0
2015-01-13,1,101,141.0
2015-01-14,1,101,77.0
2015-01-15,1,101,148.0
2015-01-16,1,101,145.0
2015-01-17,1,101,159.0
2015-01-18,1,101,73.0
2015-01-19,1,101,150.0
2015-01-20,1,101,142.0
2015-01-21,1,101,0.0
2015-01-22,1,101,188.0
2015-01-23,1,101,137.0
2015-01-24,1,101,145.0
2015-01-25,1,101,82.0
2015-01-26,1,101,136.0
2015-01-27,1,101,136.0
2015-01-28,1,101,66.0
2015-01-29,1,101,153.0
2015-01-30,1,101,141.0
2015-01-31,1,101,130.0
2015-02-01,1,101,83.0
2015-02-02,1,101,152.0
2015-02-03,1,101,135.0
2015-02-04,1,101,83.0
2015-02-05,1,101,147.0
2015-02-06,1,101,148.0
2015-02-07,1,101,133.0
2015-02-08,1,101,83.0
2015-02-09,1,101,142.0
2015-02-10,1,101,138.0
2015-02-11,1,101,71.0
2015-02-12,1,101,178.0
2015-02-13,1,101,125.0
2015-02-14,1,101,134.0
2015-02-15,1,101,90.0
2015-02-16,1,101,142.0
2015-02-17,1,101,129.0
2015-02-18,1,101,69.0
2015-02-19,1,101,176.0
2015-02-20,1,101,0.0
2015-02-21,1,101,130.0
2015-02-22,1,101,64.0
2015-02-23,1,101,162.0
2015-02-24,1,101,129.0
2015-02-25,1,101,0.0
2015-02-26,1,101,137.0
2015-02-27,1,101,129.0
2015-02-28,1,101,137.0
2015-03-01,1,101,72.0
2015-03-02,1,101,145.0
2015-03-03,1,101,122.0
2015-03-04,1,101,62.0
2015-03-05,1,101,154.0
2015-03-06,1,101,151.0
2015-03-07,1,101,125.0
2015-03-08,1,101,97.0
2015-03-09,1,101,144.0
2015-03-10,1,101,125.0
2015-03-11,1,101,82.0
2015-03-12,1,101,161.0
2015-03-13,1,101,151.0
2015-03-14,1,101,139.0
2015-03-15,1,101,85.0
2015-03-16,1,101,142.0
2015-03-17,1,101,134.0
2015-03-18,1,101,92.0
2015-03-19,1,101,143.0
2015-03-20,1,101,124.0
2015-03-21,1,101,133.0
2015-03-22,1,101,65.0
2015-03-23,1,101,134.0
2015-03-24,1,101,138.0
2015-03-25,1,101,73.0
2015-03-26,1,101,178.0
2015-03-27,1,101,137.0
2015-03-28,1,101,133.0
2015-03-29,1,101,70.0
2015-03-30,1,101,155.0
2015-03-31,1,101,146.0
2015-04-01,1,101,77.0
2015-04-02,1,101,154.0
2015-04-03,1,101,140.0
2015-04-04,1,101,129.0
2015-04-05,1,101,85.0
2015-04-06,1,101,145.0
2015-04-07,1,101,143.0
2015-04-08,1,101,91.0
2015-04-09,1,101,178.0
2015-04-10,1,101,0.0
2015-04-11,1,101,120.0
2015-04-12,1,101,82.0
2015-04-13,1,101,135.0
2015-04-14,1,101,141.0
2015-04-15,1,101,83.0
2015-04-16,1,101,144.0
2015-04-17,1,101,126.0
2015-04-18,1,101,156.0
2015-04-19,1,101,114.0
2015-04-20,1,101,0.0
2015-04-21,1,101,128.0
2015-04-22,1,101,88.0
2015-04-23,1,101,173.0
2015-04-24,1,101,124.0
2015-04-25,1,101,0.0
2015-04-26,1,101,0.0
2015-04-27,1,101,177.0
2015-04-28,1,101,144.0
2015-04-29,1,101,87.0
2015-04-30,1,101,173.0
2015-05-01,1,101,131.0
2015-05-02,1,101,125.0
2015-05-03,1,101,66.0
2015-05-04,1,101,144.0
2015-05-05,1,101,132.0
2015-05-06,1,101,0.0
2015-05-07,1,101,160.0
2015-05-08,1,101,150.0
2015-05-09,1,101,164.0
2015-05-10,1,101,83.0
2015-05-11,1,101,124.0
2015-05-12,1,101,0.0
2015-05-13,1,101,0.0
2015-05-14,1,101,171.0
2015-05-15,1,101,148.0
2015-05-16,1,101,119.0
2015-05-17,1,101,102.0
2015-05-18,1,101,149.0
2015-05-19,1,101,132.0
2015-05-20,1,101,66.0
2015-05-21,1,101,167.0
2015-05-22,1,101,132.0
2015-05-23,1,101,134.0
2015-05-24,1,101,89.0
2015-05-25,1,101,135.0
2015-05-26,1,101,142.0
2015-05-27,1,101,94.0
2015-05-28,1,101,131.0
2015-05-29,1,101,0.0
2015-05-30,1,101,144.0
2015-05-31,1,101,96.0
2015-06-01,1,101,161.0
2015-06-02,1,101,0.0
2015-06-03,1,101,66.0
2015-06-04,1,101,164.0
2015-06-05,1,101,136.0
2015-06-06,1,101,127.0
2015-06-07,1,101,96.0
2015-06-08,1,101,154.0
2015-06-09,1,101,132.0
2015-06-10,1,101,73.0
2015-06-11,1,101,160.0
2015-06-12,1,101,134.0
2015-06-13,1,101,146.0
2015-06-14,1,101,73.0
2015-06-15,1,101,165.0
2015-06-16,1,101,127.0
2015-06-17,1,101,85.0
2015-06-18,1,101,161.0
2015-06-19,1,101,140.0
2015-06-20,1,101,137.0
2015-06-21,1,101,78.0
2015-06-22,1,101,840.0
2015-06-23,1,101,125.0
2015-06-24,1,101,0.0
2015-06-25,1,101,150.0
2015-06-26,1,101,142.0
2015-06-27,1,101,156.0
2015-06-28,1,101,66.0
2015-06-29,1,101,155.0
2015-06-30,1,101,150.0
2013-01-01,1,102,113.0
2013-01-02,1,102,69.0
2013-01-03,1,102,49.0
2013-01-04,1,102,84.0
2013-01-05,1,102,82.0
2013-01-06,1,102,84.0
2013-01-07,1,102,0.0
2013-01-08,1,102,113.0
2013-01-09,1,102,0.0
2013-01-10,1,102,39.0
2013-01-11,1,102,63.0
2013-01-12,1,102,60.0
2013-01-13,1,102,88.0
2013-01-14,1,102,47.0
2013-01-15,1,102,121.0
2013-01-16,1,102,0.0
2013-01-17,1,102,62.0
2013-01-18,1,102,0.0
2013-01-19,1,102,90.0
2013-01-20,1,102,82.0
